virus,reference,hi
EPI379843,EPI349106,0.0
EPI379843,EPI2420071,0.0
EPI379843,EPI349103,0.0
EPI379843,EPI1868550,0.0
EPI379843,EPI353906,0.0
EPI379843,EPI360950,0.0
EPI379764,EPI1868486,1.1908396946564892
EPI379764,EPI1868485,1.1908396946564892
EPI379764,EPI609665,2.2727272727272734
EPI379764,EPI331093,0.0
EPI379764,EPI301762,0.0
EPI379764,EPI318272,0.0
EPI379764,EPI319241,1.8235294117647065
EPI379764,EPI326342,1.8235294117647065
EPI379764,EPI309763,1.8235294117647065
EPI379764,EPI302233,1.8235294117647065
EPI379764,EPI302327,1.8235294117647065
EPI379764,EPI349106,0.0
EPI379764,EPI2420071,0.0
EPI379764,EPI349103,0.0
EPI379764,EPI1868550,0.0
EPI379764,EPI353906,0.0
EPI379764,EPI360950,0.0
EPI379845,EPI1868486,3.190839694656489
EPI379845,EPI1868485,3.190839694656489
EPI379845,EPI609665,4.272727272727273
EPI379845,EPI331093,0.6666666666666679
EPI379845,EPI301762,0.15151515151515227
EPI379845,EPI318272,0.15151515151515227
EPI379845,EPI319241,2.8235294117647065
EPI379845,EPI326342,2.8235294117647065
EPI379845,EPI309763,2.8235294117647065
EPI379845,EPI302233,2.8235294117647065
EPI379845,EPI302327,2.8235294117647065
EPI379845,EPI349106,0.18372093023256042
EPI379845,EPI2420071,0.18372093023256042
EPI379845,EPI349103,0.18372093023256042
EPI379845,EPI1868550,0.18372093023256042
EPI379845,EPI353906,0.18372093023256042
EPI379845,EPI360950,0.0
EPI379853,EPI1868486,4.190839694656488
EPI379853,EPI1868485,4.190839694656488
EPI379853,EPI609665,6.2727272727272725
EPI379853,EPI331093,1.6666666666666679
EPI379853,EPI301762,2.1515151515151523
EPI379853,EPI318272,2.1515151515151523
EPI379853,EPI319241,3.8235294117647065
EPI379853,EPI326342,3.8235294117647065
EPI379853,EPI309763,3.8235294117647065
EPI379853,EPI302233,3.8235294117647065
EPI379853,EPI302327,3.8235294117647065
EPI379853,EPI349106,2.1837209302325604
EPI379853,EPI2420071,2.1837209302325604
EPI379853,EPI349103,2.1837209302325604
EPI379853,EPI1868550,2.1837209302325604
EPI379853,EPI353906,2.1837209302325604
EPI379853,EPI360950,1.4749999999999996
EPI379766,EPI1868486,2.190839694656489
EPI379766,EPI1868485,2.190839694656489
EPI379766,EPI609665,4.272727272727273
EPI379766,EPI331093,0.6666666666666679
EPI379766,EPI301762,0.15151515151515227
EPI379766,EPI318272,0.15151515151515227
EPI379766,EPI319241,2.8235294117647065
EPI379766,EPI326342,2.8235294117647065
EPI379766,EPI309763,2.8235294117647065
EPI379766,EPI302233,2.8235294117647065
EPI379766,EPI302327,2.8235294117647065
EPI379766,EPI349106,0.18372093023256042
EPI379766,EPI2420071,0.18372093023256042
EPI379766,EPI349103,0.18372093023256042
EPI379766,EPI1868550,0.18372093023256042
EPI379766,EPI353906,0.18372093023256042
EPI379766,EPI360950,0.0
EPI379768,EPI1868486,0.1908396946564892
EPI379768,EPI1868485,0.1908396946564892
EPI379768,EPI609665,1.2727272727272734
EPI379768,EPI331093,0.0
EPI379768,EPI301762,0.0
EPI379768,EPI318272,0.0
EPI379768,EPI319241,0.8235294117647065
EPI379768,EPI326342,0.8235294117647065
EPI379768,EPI309763,0.8235294117647065
EPI379768,EPI302233,0.8235294117647065
EPI379768,EPI302327,0.8235294117647065
EPI379768,EPI349106,0.0
EPI379768,EPI2420071,0.0
EPI379768,EPI349103,0.0
EPI379768,EPI1868550,0.0
EPI379768,EPI353906,0.0
EPI379768,EPI360950,0.0
EPI377293,EPI1868486,3.190839694656489
EPI377293,EPI1868485,3.190839694656489
EPI377293,EPI609665,4.272727272727273
EPI377293,EPI331093,0.6666666666666679
EPI377293,EPI301762,1.1515151515151523
EPI377293,EPI318272,1.1515151515151523
EPI377293,EPI319241,3.8235294117647065
EPI377293,EPI326342,3.8235294117647065
EPI377293,EPI309763,3.8235294117647065
EPI377293,EPI302233,3.8235294117647065
EPI377293,EPI302327,3.8235294117647065
EPI377293,EPI349106,0.6837209302325604
EPI377293,EPI2420071,0.6837209302325604
EPI377293,EPI349103,0.6837209302325604
EPI377293,EPI1868550,0.6837209302325604
EPI377293,EPI353906,0.6837209302325604
EPI377293,EPI360950,0.47499999999999964
EPI377299,EPI1868486,2.190839694656489
EPI377299,EPI1868485,2.190839694656489
EPI377299,EPI609665,3.2727272727272734
EPI377299,EPI331093,0.0
EPI377299,EPI301762,0.0
EPI377299,EPI318272,0.0
EPI377299,EPI319241,1.8235294117647065
EPI377299,EPI326342,1.8235294117647065
EPI377299,EPI309763,1.8235294117647065
EPI377299,EPI302233,1.8235294117647065
EPI377299,EPI302327,1.8235294117647065
EPI377299,EPI349106,0.0
EPI377299,EPI2420071,0.0
EPI377299,EPI349103,0.0
EPI377299,EPI1868550,0.0
EPI377299,EPI353906,0.0
EPI377299,EPI360950,0.0
EPI377295,EPI1868486,2.190839694656489
EPI377295,EPI1868485,2.190839694656489
EPI377295,EPI609665,3.2727272727272734
EPI377295,EPI331093,0.0
EPI377295,EPI301762,0.0
EPI377295,EPI318272,0.0
EPI377295,EPI319241,1.8235294117647065
EPI377295,EPI326342,1.8235294117647065
EPI377295,EPI309763,1.8235294117647065
EPI377295,EPI302233,1.8235294117647065
EPI377295,EPI302327,1.8235294117647065
EPI377295,EPI349106,0.0
EPI377295,EPI2420071,0.0
EPI377295,EPI349103,0.0
EPI377295,EPI1868550,0.0
EPI377295,EPI353906,0.0
EPI377295,EPI360950,0.0
EPI377297,EPI1868486,2.190839694656489
EPI377297,EPI1868485,2.190839694656489
EPI377297,EPI609665,3.2727272727272734
EPI377297,EPI331093,0.0
EPI377297,EPI301762,0.0
EPI377297,EPI318272,0.0
EPI377297,EPI319241,1.8235294117647065
EPI377297,EPI326342,1.8235294117647065
EPI377297,EPI309763,1.8235294117647065
EPI377297,EPI302233,1.8235294117647065
EPI377297,EPI302327,1.8235294117647065
EPI377297,EPI349106,0.0
EPI377297,EPI2420071,0.0
EPI377297,EPI349103,0.0
EPI377297,EPI1868550,0.0
EPI377297,EPI353906,0.0
EPI377297,EPI360950,0.0
EPI377301,EPI1868486,3.190839694656489
EPI377301,EPI1868485,3.190839694656489
EPI377301,EPI609665,4.272727272727273
EPI377301,EPI331093,0.6666666666666679
EPI377301,EPI301762,0.15151515151515227
EPI377301,EPI318272,0.15151515151515227
EPI377301,EPI319241,2.8235294117647065
EPI377301,EPI326342,2.8235294117647065
EPI377301,EPI309763,2.8235294117647065
EPI377301,EPI302233,2.8235294117647065
EPI377301,EPI302327,2.8235294117647065
EPI377301,EPI349106,0.18372093023256042
EPI377301,EPI2420071,0.18372093023256042
EPI377301,EPI349103,0.18372093023256042
EPI377301,EPI1868550,0.18372093023256042
EPI377301,EPI353906,0.18372093023256042
EPI377301,EPI360950,0.0
EPI377303,EPI1868486,4.190839694656488
EPI377303,EPI1868485,4.190839694656488
EPI377303,EPI609665,6.2727272727272725
EPI377303,EPI331093,1.6666666666666679
EPI377303,EPI301762,2.1515151515151523
EPI377303,EPI318272,2.1515151515151523
EPI377303,EPI319241,4.8235294117647065
EPI377303,EPI326342,4.8235294117647065
EPI377303,EPI309763,4.8235294117647065
EPI377303,EPI302233,4.8235294117647065
EPI377303,EPI302327,4.8235294117647065
EPI377303,EPI349106,1.1837209302325604
EPI377303,EPI2420071,1.1837209302325604
EPI377303,EPI349103,1.1837209302325604
EPI377303,EPI1868550,1.1837209302325604
EPI377303,EPI353906,1.1837209302325604
EPI377303,EPI360950,1.4749999999999996
EPI364377,EPI1868486,4.190839694656488
EPI364377,EPI1868485,4.190839694656488
EPI364377,EPI609665,6.2727272727272725
EPI364377,EPI331093,2.666666666666668
EPI364377,EPI301762,2.1515151515151523
EPI364377,EPI318272,2.1515151515151523
EPI364377,EPI319241,4.8235294117647065
EPI364377,EPI326342,4.8235294117647065
EPI364377,EPI309763,4.8235294117647065
EPI364377,EPI302233,4.8235294117647065
EPI364377,EPI302327,4.8235294117647065
EPI364377,EPI309737,4.000000000000002
EPI364377,EPI359982,4.000000000000002
EPI364377,EPI359992,4.000000000000002
EPI364377,EPI341343,4.000000000000002
EPI364377,EPI332697,3.6000000000000014
EPI364377,EPI349106,3.6837209302325595
EPI364377,EPI2420071,3.6837209302325595
EPI364377,EPI349103,3.68372093023256
EPI364377,EPI1868550,3.6837209302325595
EPI364377,EPI353906,3.6837209302325595
EPI392233,EPI1868486,3.190839694656489
EPI392233,EPI1868485,3.190839694656489
EPI392233,EPI609665,5.272727272727273
EPI392233,EPI331093,1.6666666666666679
EPI392233,EPI301762,0.15151515151515227
EPI392233,EPI318272,0.15151515151515227
EPI392233,EPI319241,4.8235294117647065
EPI392233,EPI326342,4.8235294117647065
EPI392233,EPI309763,4.8235294117647065
EPI392233,EPI302233,4.8235294117647065
EPI392233,EPI302327,4.8235294117647065
EPI392233,EPI349106,1.1837209302325604
EPI392233,EPI2420071,1.1837209302325604
EPI392233,EPI349103,1.1837209302325604
EPI392233,EPI1868550,1.1837209302325604
EPI392233,EPI353906,1.1837209302325604
EPI392233,EPI360950,1.4749999999999996
EPI358977,EPI349106,1.1837209302325604
EPI358977,EPI2420071,1.1837209302325604
EPI358977,EPI349103,1.1837209302325604
EPI358977,EPI1868550,1.1837209302325604
EPI358977,EPI353906,1.1837209302325604
EPI358977,EPI360950,1.4749999999999996
EPI395019,EPI1868486,4.024173027989822
EPI395019,EPI1868485,4.024173027989822
EPI395019,EPI609665,5.272727272727273
EPI395019,EPI331093,1.6666666666666679
EPI395019,EPI301762,0.6515151515151523
EPI395019,EPI318272,0.6515151515151523
EPI395019,EPI319241,3.990196078431373
EPI395019,EPI326342,3.990196078431373
EPI395019,EPI309763,3.990196078431373
EPI395019,EPI302233,3.990196078431373
EPI395019,EPI302327,3.990196078431373
EPI395019,EPI349106,1.1003875968992272
EPI395019,EPI2420071,1.1003875968992272
EPI395019,EPI349103,1.1003875968992272
EPI395019,EPI1868550,1.1003875968992272
EPI395019,EPI353906,1.1003875968992272
EPI395019,EPI360950,0.9749999999999996
EPI392307,EPI1868486,4.190839694656488
EPI392307,EPI1868485,4.190839694656488
EPI392307,EPI609665,6.2727272727272725
EPI392307,EPI331093,3.666666666666668
EPI392307,EPI301762,2.1515151515151523
EPI392307,EPI318272,2.1515151515151523
EPI392307,EPI319241,5.823529411764706
EPI392307,EPI326342,5.823529411764706
EPI392307,EPI309763,5.823529411764706
EPI392307,EPI302233,5.823529411764706
EPI392307,EPI302327,5.823529411764706
EPI392307,EPI349106,2.6837209302325604
EPI392307,EPI2420071,2.6837209302325604
EPI392307,EPI349103,2.6837209302325604
EPI392307,EPI1868550,2.6837209302325604
EPI392307,EPI353906,2.6837209302325604
EPI392307,EPI360950,2.4749999999999996
EPI392280,EPI1868486,2.190839694656489
EPI392280,EPI1868485,2.190839694656489
EPI392280,EPI609665,4.272727272727273
EPI392280,EPI331093,0.6666666666666679
EPI392280,EPI301762,0.07575757575757613
EPI392280,EPI318272,0.07575757575757613
EPI392280,EPI319241,2.8235294117647065
EPI392280,EPI326342,2.8235294117647065
EPI392280,EPI309763,2.8235294117647065
EPI392280,EPI302233,2.8235294117647065
EPI392280,EPI302327,2.8235294117647065
EPI392280,EPI349106,0.4337209302325604
EPI392280,EPI2420071,0.4337209302325604
EPI392280,EPI349103,0.4337209302325604
EPI392280,EPI1868550,0.4337209302325604
EPI392280,EPI353906,0.4337209302325604
EPI392280,EPI360950,0.47499999999999964
EPI392288,EPI1868486,4.190839694656488
EPI392288,EPI1868485,4.190839694656488
EPI392288,EPI609665,5.272727272727273
EPI392288,EPI331093,1.6666666666666679
EPI392288,EPI301762,1.1515151515151523
EPI392288,EPI318272,1.1515151515151523
EPI392288,EPI319241,4.8235294117647065
EPI392288,EPI326342,4.8235294117647065
EPI392288,EPI309763,4.8235294117647065
EPI392288,EPI302233,4.8235294117647065
EPI392288,EPI302327,4.8235294117647065
EPI392288,EPI349106,1.8503875968992272
EPI392288,EPI2420071,1.8503875968992272
EPI392288,EPI349103,1.8503875968992272
EPI392288,EPI1868550,1.8503875968992272
EPI392288,EPI353906,1.8503875968992272
EPI392288,EPI360950,1.808333333333333
EPI392290,EPI1868486,4.190839694656488
EPI392290,EPI1868485,4.190839694656488
EPI392290,EPI609665,5.272727272727273
EPI392290,EPI331093,1.6666666666666679
EPI392290,EPI301762,1.1515151515151523
EPI392290,EPI318272,1.1515151515151523
EPI392290,EPI319241,3.8235294117647065
EPI392290,EPI326342,3.8235294117647065
EPI392290,EPI309763,3.8235294117647065
EPI392290,EPI302233,3.8235294117647065
EPI392290,EPI302327,3.8235294117647065
EPI392290,EPI349106,1.1837209302325604
EPI392290,EPI2420071,1.1837209302325604
EPI392290,EPI349103,1.1837209302325604
EPI392290,EPI1868550,1.1837209302325604
EPI392290,EPI353906,1.1837209302325604
EPI392290,EPI360950,1.4749999999999996
EPI392264,EPI1868486,4.190839694656488
EPI392264,EPI1868485,4.190839694656488
EPI392264,EPI609665,5.272727272727273
EPI392264,EPI331093,1.6666666666666679
EPI392264,EPI301762,0.15151515151515227
EPI392264,EPI318272,0.15151515151515227
EPI392264,EPI319241,4.8235294117647065
EPI392264,EPI326342,4.8235294117647065
EPI392264,EPI309763,4.8235294117647065
EPI392264,EPI302233,4.8235294117647065
EPI392264,EPI302327,4.8235294117647065
EPI392264,EPI349106,1.1837209302325604
EPI392264,EPI2420071,1.1837209302325604
EPI392264,EPI349103,1.1837209302325604
EPI392264,EPI1868550,1.1837209302325604
EPI392264,EPI353906,1.1837209302325604
EPI392264,EPI360950,1.4749999999999996
EPI392266,EPI1868486,4.190839694656488
EPI392266,EPI1868485,4.190839694656488
EPI392266,EPI609665,5.272727272727273
EPI392266,EPI331093,1.6666666666666679
EPI392266,EPI301762,0.15151515151515227
EPI392266,EPI318272,0.15151515151515227
EPI392266,EPI319241,3.8235294117647065
EPI392266,EPI326342,3.8235294117647065
EPI392266,EPI309763,3.8235294117647065
EPI392266,EPI302233,3.8235294117647065
EPI392266,EPI302327,3.8235294117647065
EPI392266,EPI349106,1.1837209302325604
EPI392266,EPI2420071,1.1837209302325604
EPI392266,EPI349103,1.1837209302325604
EPI392266,EPI1868550,1.1837209302325604
EPI392266,EPI353906,1.1837209302325604
EPI392266,EPI360950,1.4749999999999996
EPI392272,EPI1868486,4.190839694656488
EPI392272,EPI1868485,4.190839694656488
EPI392272,EPI609665,5.272727272727273
EPI392272,EPI331093,1.6666666666666679
EPI392272,EPI301762,0.15151515151515227
EPI392272,EPI318272,0.15151515151515227
EPI392272,EPI319241,4.8235294117647065
EPI392272,EPI326342,4.8235294117647065
EPI392272,EPI309763,4.8235294117647065
EPI392272,EPI302233,4.8235294117647065
EPI392272,EPI302327,4.8235294117647065
EPI392272,EPI349106,1.6837209302325604
EPI392272,EPI2420071,1.6837209302325604
EPI392272,EPI349103,1.6837209302325604
EPI392272,EPI1868550,1.6837209302325604
EPI392272,EPI353906,1.6837209302325604
EPI392272,EPI360950,1.4749999999999996
EPI392270,EPI1868486,4.190839694656488
EPI392270,EPI1868485,4.190839694656488
EPI392270,EPI609665,4.272727272727273
EPI392270,EPI331093,1.6666666666666679
EPI392270,EPI301762,0.15151515151515227
EPI392270,EPI318272,0.15151515151515227
EPI392270,EPI319241,3.8235294117647065
EPI392270,EPI326342,3.8235294117647065
EPI392270,EPI309763,3.8235294117647065
EPI392270,EPI302233,3.8235294117647065
EPI392270,EPI302327,3.8235294117647065
EPI392270,EPI349106,1.1837209302325604
EPI392270,EPI2420071,1.1837209302325604
EPI392270,EPI349103,1.1837209302325604
EPI392270,EPI1868550,1.1837209302325604
EPI392270,EPI353906,1.1837209302325604
EPI392270,EPI360950,1.4749999999999996
EPI356167,EPI1868486,4.190839694656488
EPI356167,EPI1868485,4.190839694656488
EPI356167,EPI609665,5.272727272727273
EPI356167,EPI331093,1.6666666666666679
EPI356167,EPI301762,1.1515151515151523
EPI356167,EPI318272,1.1515151515151523
EPI356167,EPI319241,4.8235294117647065
EPI356167,EPI326342,4.8235294117647065
EPI356167,EPI309763,4.8235294117647065
EPI356167,EPI302233,4.8235294117647065
EPI356167,EPI302327,4.8235294117647065
EPI356167,EPI309737,2.0000000000000018
EPI356167,EPI359982,2.0000000000000018
EPI356167,EPI359992,2.0000000000000018
EPI356167,EPI341343,2.0000000000000018
EPI356167,EPI332697,1.6000000000000014
EPI356167,EPI349106,2.6837209302325604
EPI356167,EPI2420071,2.6837209302325604
EPI356167,EPI349103,2.6837209302325604
EPI356167,EPI1868550,2.6837209302325604
EPI356167,EPI353906,2.6837209302325604
EPI356167,EPI360950,0.47499999999999964
EPI347472,EPI349106,0.5918604651162802
EPI347472,EPI2420071,0.5918604651162802
EPI347472,EPI349103,0.5918604651162802
EPI347472,EPI1868550,0.5918604651162802
EPI347472,EPI353906,0.5918604651162802
EPI347472,EPI360950,0.11874999999999991
EPI354158,EPI309737,3.0000000000000018
EPI354158,EPI359982,3.0000000000000018
EPI354158,EPI359992,3.0000000000000018
EPI354158,EPI341343,3.0000000000000018
EPI354158,EPI332697,0.6000000000000014
EPI354158,EPI349106,2.6837209302325604
EPI354158,EPI2420071,2.6837209302325604
EPI354158,EPI349103,2.6837209302325604
EPI354158,EPI1868550,2.6837209302325604
EPI354158,EPI353906,2.6837209302325604
EPI354158,EPI360950,0.47499999999999964
EPI377304,EPI1868486,2.5241730279898222
EPI377304,EPI1868485,2.5241730279898222
EPI377304,EPI609665,4.606060606060606
EPI377304,EPI331093,1.4444444444444453
EPI377304,EPI301762,0.7676767676767682
EPI377304,EPI318272,0.7676767676767682
EPI377304,EPI319241,2.15686274509804
EPI377304,EPI326342,2.15686274509804
EPI377304,EPI309763,2.15686274509804
EPI377304,EPI302233,2.15686274509804
EPI377304,EPI302327,2.15686274509804
EPI377304,EPI309737,1.6666666666666685
EPI377304,EPI359982,1.6666666666666685
EPI377304,EPI359992,1.6666666666666685
EPI377304,EPI341343,1.6666666666666685
EPI377304,EPI332697,0.7333333333333343
EPI377304,EPI349106,1.0170542635658937
EPI377304,EPI2420071,1.0170542635658937
EPI377304,EPI349103,1.0170542635658937
EPI377304,EPI1868550,1.0170542635658937
EPI377304,EPI353906,1.0170542635658937
EPI377304,EPI360950,0.49166666666666653
EPI377367,EPI1868486,3.190839694656489
EPI377367,EPI1868485,3.190839694656489
EPI377367,EPI609665,5.272727272727273
EPI377367,EPI331093,1.6666666666666679
EPI377367,EPI301762,1.1515151515151523
EPI377367,EPI318272,1.1515151515151523
EPI377367,EPI319241,3.8235294117647065
EPI377367,EPI326342,3.8235294117647065
EPI377367,EPI309763,3.8235294117647065
EPI377367,EPI302233,3.8235294117647065
EPI377367,EPI302327,3.8235294117647065
EPI377367,EPI309737,2.0000000000000018
EPI377367,EPI359982,2.0000000000000018
EPI377367,EPI359992,2.0000000000000018
EPI377367,EPI341343,2.0000000000000018
EPI377367,EPI332697,1.6000000000000014
EPI377367,EPI349106,1.6837209302325604
EPI377367,EPI2420071,1.6837209302325604
EPI377367,EPI349103,1.6837209302325604
EPI377367,EPI1868550,1.6837209302325604
EPI377367,EPI353906,1.6837209302325604
EPI377367,EPI360950,0.47499999999999964
EPI377361,EPI1868486,2.190839694656489
EPI377361,EPI1868485,2.190839694656489
EPI377361,EPI609665,3.2727272727272734
EPI377361,EPI331093,0.0
EPI377361,EPI301762,0.0
EPI377361,EPI318272,0.0
EPI377361,EPI319241,1.8235294117647065
EPI377361,EPI326342,1.8235294117647065
EPI377361,EPI309763,1.8235294117647065
EPI377361,EPI302233,1.8235294117647065
EPI377361,EPI302327,1.8235294117647065
EPI377361,EPI309737,1.7763568394002505e-15
EPI377361,EPI359982,1.7763568394002505e-15
EPI377361,EPI359992,1.7763568394002505e-15
EPI377361,EPI341343,1.7763568394002505e-15
EPI377361,EPI332697,0.0
EPI377361,EPI349106,0.6837209302325604
EPI377361,EPI2420071,0.6837209302325604
EPI377361,EPI349103,0.6837209302325604
EPI377361,EPI1868550,0.6837209302325604
EPI377361,EPI353906,0.6837209302325604
EPI377361,EPI360950,0.0
EPI392303,EPI1868486,3.6058771939353322
EPI392303,EPI1868485,3.6058771939353322
EPI392303,EPI609665,4.272727272727273
EPI392303,EPI331093,0.6666666666666679
EPI392303,EPI301762,0.15151515151515227
EPI392303,EPI318272,0.15151515151515227
EPI392303,EPI319241,2.8235294117647065
EPI392303,EPI326342,2.8235294117647065
EPI392303,EPI309763,2.8235294117647065
EPI392303,EPI302233,2.8235294117647065
EPI392303,EPI302327,2.8235294117647065
EPI392303,EPI309737,1.0000000000000018
EPI392303,EPI359982,1.0000000000000018
EPI392303,EPI359992,1.0000000000000018
EPI392303,EPI341343,1.0000000000000018
EPI392303,EPI332697,0.6000000000000014
EPI392303,EPI349106,1.6837209302325604
EPI392303,EPI2420071,1.6837209302325604
EPI392303,EPI349103,1.6837209302325604
EPI392303,EPI1868550,1.6837209302325604
EPI392303,EPI353906,1.6837209302325604
EPI392303,EPI360950,0.0
EPI377358,EPI1868486,2.190839694656489
EPI377358,EPI1868485,2.190839694656489
EPI377358,EPI609665,4.272727272727273
EPI377358,EPI331093,0.6666666666666679
EPI377358,EPI301762,0.15151515151515227
EPI377358,EPI318272,0.15151515151515227
EPI377358,EPI319241,2.8235294117647065
EPI377358,EPI326342,2.8235294117647065
EPI377358,EPI309763,2.8235294117647065
EPI377358,EPI302233,2.8235294117647065
EPI377358,EPI302327,2.8235294117647065
EPI377358,EPI309737,1.0000000000000018
EPI377358,EPI359982,1.0000000000000018
EPI377358,EPI359992,1.0000000000000018
EPI377358,EPI341343,1.0000000000000018
EPI377358,EPI332697,0.6000000000000014
EPI377358,EPI349106,1.6837209302325604
EPI377358,EPI2420071,1.6837209302325604
EPI377358,EPI349103,1.6837209302325604
EPI377358,EPI1868550,1.6837209302325604
EPI377358,EPI353906,1.6837209302325604
EPI377358,EPI360950,0.0
EPI377360,EPI1868486,3.190839694656489
EPI377360,EPI1868485,3.190839694656489
EPI377360,EPI609665,5.272727272727273
EPI377360,EPI331093,1.6666666666666679
EPI377360,EPI301762,1.1515151515151523
EPI377360,EPI318272,1.1515151515151523
EPI377360,EPI319241,2.8235294117647065
EPI377360,EPI326342,2.8235294117647065
EPI377360,EPI309763,2.8235294117647065
EPI377360,EPI302233,2.8235294117647065
EPI377360,EPI302327,2.8235294117647065
EPI377360,EPI309737,2.0000000000000018
EPI377360,EPI359982,2.0000000000000018
EPI377360,EPI359992,2.0000000000000018
EPI377360,EPI341343,2.0000000000000018
EPI377360,EPI332697,1.6000000000000014
EPI377360,EPI349106,1.6837209302325604
EPI377360,EPI2420071,1.6837209302325604
EPI377360,EPI349103,1.6837209302325604
EPI377360,EPI1868550,1.6837209302325604
EPI377360,EPI353906,1.6837209302325604
EPI377360,EPI360950,0.47499999999999964
EPI376419,EPI1868486,2.190839694656489
EPI376419,EPI1868485,2.190839694656489
EPI376419,EPI609665,3.2727272727272734
EPI376419,EPI331093,0.22222222222222263
EPI376419,EPI301762,0.0
EPI376419,EPI318272,0.0
EPI376419,EPI319241,1.8235294117647065
EPI376419,EPI326342,1.8235294117647065
EPI376419,EPI309763,1.8235294117647065
EPI376419,EPI302233,1.8235294117647065
EPI376419,EPI302327,1.8235294117647065
EPI376419,EPI309737,1.7763568394002505e-15
EPI376419,EPI359982,1.7763568394002505e-15
EPI376419,EPI359992,1.7763568394002505e-15
EPI376419,EPI341343,1.7763568394002505e-15
EPI376419,EPI332697,0.6666666666666666
EPI376419,EPI349106,0.2279069767441868
EPI376419,EPI2420071,0.2279069767441868
EPI376419,EPI349103,0.2279069767441868
EPI376419,EPI1868550,0.2279069767441868
EPI376419,EPI353906,0.2279069767441868
EPI376419,EPI360950,0.0
EPI359895,EPI1868486,3.690839694656489
EPI359895,EPI1868485,3.690839694656489
EPI359895,EPI609665,4.272727272727273
EPI359895,EPI331093,1.0000000000000009
EPI359895,EPI301762,0.07575757575757613
EPI359895,EPI318272,0.07575757575757613
EPI359895,EPI319241,3.0735294117647065
EPI359895,EPI326342,3.0735294117647065
EPI359895,EPI309763,3.0735294117647065
EPI359895,EPI302233,3.0735294117647065
EPI359895,EPI302327,3.0735294117647065
EPI359895,EPI309737,1.5000000000000018
EPI359895,EPI359982,1.5000000000000018
EPI359895,EPI359992,1.5000000000000018
EPI359895,EPI341343,1.5000000000000018
EPI359895,EPI332697,1.1000000000000014
EPI359895,EPI349106,2.1837209302325604
EPI359895,EPI2420071,2.1837209302325604
EPI359895,EPI349103,2.1837209302325604
EPI359895,EPI1868550,2.1837209302325604
EPI359895,EPI353906,2.1837209302325604
EPI359895,EPI360950,0.23749999999999982
EPI377311,EPI1868486,2.190839694656489
EPI377311,EPI1868485,2.190839694656489
EPI377311,EPI609665,4.272727272727273
EPI377311,EPI331093,0.6666666666666679
EPI377311,EPI301762,0.15151515151515227
EPI377311,EPI318272,0.15151515151515227
EPI377311,EPI319241,1.8235294117647065
EPI377311,EPI326342,1.8235294117647065
EPI377311,EPI309763,1.8235294117647065
EPI377311,EPI302233,1.8235294117647065
EPI377311,EPI302327,1.8235294117647065
EPI377311,EPI309737,1.7763568394002505e-15
EPI377311,EPI359982,1.7763568394002505e-15
EPI377311,EPI359992,1.7763568394002505e-15
EPI377311,EPI341343,1.7763568394002505e-15
EPI377311,EPI332697,0.0
EPI377311,EPI349106,0.0
EPI377311,EPI2420071,0.0
EPI377311,EPI349103,0.0
EPI377311,EPI1868550,0.0
EPI377311,EPI353906,0.0
EPI377311,EPI360950,0.0
EPI377342,EPI309737,1.0000000000000018
EPI377342,EPI359982,1.0000000000000018
EPI377342,EPI359992,1.0000000000000018
EPI377342,EPI341343,1.0000000000000018
EPI377342,EPI332697,0.6000000000000014
EPI377328,EPI1868486,2.190839694656489
EPI377328,EPI1868485,2.190839694656489
EPI377328,EPI609665,4.606060606060606
EPI377328,EPI331093,0.0
EPI377328,EPI301762,0.0
EPI377328,EPI318272,0.0
EPI377328,EPI319241,2.4901960784313726
EPI377328,EPI326342,2.4901960784313726
EPI377328,EPI309763,2.4901960784313726
EPI377328,EPI302233,2.4901960784313726
EPI377328,EPI302327,2.4901960784313726
EPI377328,EPI309737,1.0000000000000018
EPI377328,EPI359982,1.0000000000000018
EPI377328,EPI359992,1.0000000000000018
EPI377328,EPI341343,1.0000000000000018
EPI377328,EPI332697,0.3000000000000007
EPI377328,EPI349106,0.48372093023255935
EPI377328,EPI2420071,0.48372093023255935
EPI377328,EPI349103,0.48372093023255935
EPI377328,EPI1868550,0.48372093023255935
EPI377328,EPI353906,0.48372093023255935
EPI377328,EPI360950,0.14166666666666572
EPI332697,EPI377328,0.25
EPI377328,EPI377328,0.0
EPI358028,EPI309737,0.3333333333333351
EPI358028,EPI359982,0.3333333333333351
EPI358028,EPI359992,0.3333333333333351
EPI358028,EPI341343,0.3333333333333351
EPI358028,EPI332697,0.20000000000000048
EPI377338,EPI309737,1.0000000000000018
EPI377338,EPI359982,1.0000000000000018
EPI377338,EPI359992,1.0000000000000018
EPI377338,EPI341343,1.0000000000000018
EPI377338,EPI332697,0.6000000000000014
EPI377346,EPI1868486,2.190839694656489
EPI377346,EPI1868485,2.190839694656489
EPI377346,EPI609665,4.272727272727273
EPI377346,EPI331093,0.0
EPI377346,EPI301762,0.15151515151515227
EPI377346,EPI318272,0.15151515151515227
EPI377346,EPI319241,1.8235294117647065
EPI377346,EPI326342,1.8235294117647065
EPI377346,EPI309763,1.8235294117647065
EPI377346,EPI302233,1.8235294117647065
EPI377346,EPI302327,1.8235294117647065
EPI377346,EPI309737,1.7763568394002505e-15
EPI377346,EPI359982,1.7763568394002505e-15
EPI377346,EPI359992,1.7763568394002505e-15
